[2025-05-20 07:10:17,543] INFO in cache: Successfully connected to Redis at localhost:6379
[2025-05-20 07:20:34,601] INFO in server_improved: GET /branches/1 - 200 - 0.016s
[2025-05-20 07:20:34,729] INFO in server_improved: GET /branches/ - 200 - 0.141s
[2025-05-20 07:20:34,733] INFO in server_improved: GET /transactions/ - 200 - 0.129s
[2025-05-20 07:20:34,748] INFO in server_improved: GET /transactions/ - 200 - 0.042s
[2025-05-20 07:20:34,763] INFO in server_improved: GET /branches/ - 200 - 0.031s
[2025-05-20 07:20:34,779] INFO in server_improved: GET /transactions/ - 200 - 0.025s
[2025-05-20 07:20:34,806] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:20:34,816] INFO in server_improved: GET /transactions/ - 200 - 0.007s
[2025-05-20 07:20:36,339] INFO in server_improved: GET /branches/1 - 200 - 0.005s
[2025-05-20 07:20:36,345] INFO in server_improved: GET /branches/1 - 200 - 0.004s
[2025-05-20 07:20:36,426] INFO in server_improved: GET /branches/1 - 200 - 0.005s
[2025-05-20 07:21:33,335] INFO in server_improved: GET /branches/ - 200 - 0.014s
[2025-05-20 07:21:33,366] INFO in server_improved: GET /branches/ - 200 - 0.016s
[2025-05-20 07:21:33,792] INFO in server_improved: GET /branches/1 - 200 - 0.017s
[2025-05-20 07:21:33,819] INFO in server_improved: GET /transactions/ - 200 - 0.004s
[2025-05-20 07:21:33,965] INFO in server_improved: GET /transactions/ - 200 - 0.016s
[2025-05-20 07:21:33,996] INFO in server_improved: GET /transactions/ - 200 - 0.031s
[2025-05-20 07:21:33,996] INFO in server_improved: GET /branches/ - 200 - 0.015s
[2025-05-20 07:21:34,011] INFO in server_improved: GET /transactions/ - 200 - 0.030s
[2025-05-20 07:21:34,113] INFO in server_improved: GET /transactions/ - 200 - 0.030s
[2025-05-20 07:22:23,985] INFO in server_improved: OPTIONS /branches/ - 200 - 0.000s
[2025-05-20 07:22:23,990] INFO in server_improved: OPTIONS /branches/ - 200 - 0.005s
[2025-05-20 07:22:23,993] ERROR in base_events: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Program Files\Python312\Lib\asyncio\events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Program Files\Python312\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host
[2025-05-20 07:22:24,124] INFO in server_improved: OPTIONS /branches/1 - 200 - 0.000s
[2025-05-20 07:22:24,124] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:22:24,124] ERROR in base_events: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Program Files\Python312\Lib\asyncio\events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Program Files\Python312\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host
[2025-05-20 07:22:24,152] INFO in server_improved: GET /branches/ - 200 - 0.028s
[2025-05-20 07:22:24,159] INFO in server_improved: GET /branches/ - 200 - 0.053s
[2025-05-20 07:22:24,198] INFO in server_improved: GET /transactions/ - 200 - 0.074s
[2025-05-20 07:22:24,203] INFO in server_improved: GET /branches/1 - 200 - 0.079s
[2025-05-20 07:22:24,238] INFO in server_improved: GET /transactions/ - 200 - 0.028s
[2025-05-20 07:22:24,325] INFO in server_improved: GET /transactions/ - 200 - 0.093s
[2025-05-20 07:22:24,328] INFO in server_improved: GET /branches/ - 200 - 0.096s
[2025-05-20 07:22:24,354] INFO in server_improved: GET /branches/1 - 200 - 0.018s
[2025-05-20 07:22:24,360] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:22:24,372] INFO in server_improved: GET /branches/1 - 200 - 0.005s
[2025-05-20 07:22:24,503] INFO in server_improved: GET /transactions/ - 200 - 0.030s
[2025-05-20 07:22:24,575] INFO in server_improved: GET /branches/1 - 200 - 0.000s
[2025-05-20 07:22:49,038] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:22:49,155] INFO in server_improved: POST /transactions/ - 201 - 0.113s
[2025-05-20 07:22:49,180] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.001s
[2025-05-20 07:22:49,203] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:23:00,193] INFO in server_improved: GET /branches/ - 200 - 0.033s
[2025-05-20 07:23:00,214] INFO in server_improved: GET /branches/ - 200 - 0.009s
[2025-05-20 07:23:00,350] INFO in server_improved: GET /branches/1 - 200 - 0.026s
[2025-05-20 07:23:00,378] INFO in server_improved: GET /transactions/ - 200 - 0.044s
[2025-05-20 07:23:00,451] INFO in server_improved: GET /transactions/ - 200 - 0.016s
[2025-05-20 07:23:00,674] INFO in server_improved: GET /transactions/ - 200 - 0.030s
[2025-05-20 07:23:00,676] INFO in server_improved: GET /branches/ - 200 - 0.028s
[2025-05-20 07:23:00,689] INFO in server_improved: GET /transactions/ - 200 - 0.036s
[2025-05-20 07:23:00,755] INFO in server_improved: GET /transactions/ - 200 - 0.021s
[2025-05-20 07:23:03,210] INFO in server_improved: GET /transactions/ - 200 - 0.024s
[2025-05-20 07:25:27,818] INFO in server_improved: GET /branches/ - 200 - 0.012s
[2025-05-20 07:25:27,831] INFO in server_improved: GET /branches/ - 200 - 0.010s
[2025-05-20 07:25:27,881] INFO in server_improved: GET /branches/1 - 200 - 0.018s
[2025-05-20 07:25:27,881] INFO in server_improved: GET /transactions/ - 200 - 0.018s
[2025-05-20 07:25:27,955] INFO in server_improved: GET /transactions/ - 200 - 0.037s
[2025-05-20 07:25:27,957] INFO in server_improved: GET /branches/ - 200 - 0.038s
[2025-05-20 07:25:27,960] INFO in server_improved: GET /transactions/ - 200 - 0.040s
[2025-05-20 07:25:27,981] INFO in server_improved: GET /transactions/ - 200 - 0.018s
[2025-05-20 07:25:28,109] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:25:55,230] INFO in server_improved: OPTIONS /users/ - 200 - 0.000s
[2025-05-20 07:25:55,230] INFO in server_improved: OPTIONS /financial/total/ - 200 - 0.000s
[2025-05-20 07:25:55,243] INFO in server_improved: OPTIONS /activity/ - 200 - 0.012s
[2025-05-20 07:25:55,246] ERROR in base_events: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Program Files\Python312\Lib\asyncio\events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Program Files\Python312\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host
[2025-05-20 07:25:55,247] INFO in server_improved: OPTIONS /users/ - 200 - 0.016s
[2025-05-20 07:25:55,247] INFO in server_improved: OPTIONS /financial/total/ - 200 - 0.016s
[2025-05-20 07:25:55,247] INFO in server_improved: OPTIONS /activity/ - 200 - 0.005s
[2025-05-20 07:25:55,576] INFO in server_improved: GET /branches/ - 200 - 0.316s
[2025-05-20 07:25:55,576] INFO in server_improved: GET /financial/total/ - 200 - 0.316s
[2025-05-20 07:25:55,595] INFO in server_improved: GET /users/ - 200 - 0.219s
[2025-05-20 07:25:55,595] INFO in server_improved: GET /activity/ - 200 - 0.219s
[2025-05-20 07:25:55,613] INFO in server_improved: GET /branches/ - 200 - 0.017s
[2025-05-20 07:25:55,660] INFO in server_improved: GET /financial/total/ - 200 - 0.024s
[2025-05-20 07:25:55,660] INFO in server_improved: GET /activity/ - 200 - 0.020s
[2025-05-20 07:25:55,660] INFO in server_improved: GET /users/ - 200 - 0.022s
[2025-05-20 07:26:02,152] INFO in server_improved: GET /branches/ - 200 - 0.016s
[2025-05-20 07:26:02,173] INFO in server_improved: GET /branches/ - 200 - 0.015s
[2025-05-20 07:26:12,416] INFO in server_improved: GET /branches/ - 200 - 0.006s
[2025-05-20 07:26:12,510] INFO in server_improved: GET /financial/total/ - 200 - 0.049s
[2025-05-20 07:26:12,512] INFO in server_improved: GET /branches/ - 200 - 0.051s
[2025-05-20 07:26:12,525] INFO in server_improved: GET /users/ - 200 - 0.064s
[2025-05-20 07:26:12,525] INFO in server_improved: GET /activity/ - 200 - 0.042s
[2025-05-20 07:26:12,542] INFO in server_improved: GET /financial/total/ - 200 - 0.018s
[2025-05-20 07:26:12,566] INFO in server_improved: GET /activity/ - 200 - 0.028s
[2025-05-20 07:26:12,599] INFO in server_improved: GET /users/ - 200 - 0.074s
[2025-05-20 07:26:22,558] INFO in server_improved: GET /branches/ - 200 - 0.015s
[2025-05-20 07:26:22,565] INFO in server_improved: GET /transactions/ - 200 - 0.023s
[2025-05-20 07:26:22,575] INFO in server_improved: GET /branches/ - 200 - 0.012s
[2025-05-20 07:26:22,601] INFO in server_improved: GET /transactions/ - 200 - 0.026s
[2025-05-20 07:27:45,035] INFO in server_improved: GET /branches/ - 200 - 0.026s
[2025-05-20 07:27:45,077] INFO in server_improved: GET /branches/ - 200 - 0.024s
[2025-05-20 07:27:45,100] INFO in server_improved: GET /transactions/ - 200 - 0.074s
[2025-05-20 07:27:45,108] INFO in server_improved: GET /branches/1 - 200 - 0.084s
[2025-05-20 07:27:45,133] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:27:45,163] INFO in server_improved: GET /branches/ - 200 - 0.030s
[2025-05-20 07:27:45,171] INFO in server_improved: GET /transactions/ - 200 - 0.038s
[2025-05-20 07:27:45,183] INFO in server_improved: GET /transactions/ - 200 - 0.017s
[2025-05-20 07:27:45,805] INFO in server_improved: GET /transactions/ - 200 - 0.628s
[2025-05-20 07:27:45,852] INFO in server_improved: GET /transactions/ - 200 - 0.023s
[2025-05-20 07:27:57,316] INFO in server_improved: GET /transactions/ - 200 - 0.029s
[2025-05-20 07:28:37,955] INFO in server_improved: GET /branches/ - 200 - 0.007s
[2025-05-20 07:28:38,119] INFO in server_improved: GET /branches/1 - 200 - 0.122s
[2025-05-20 07:28:38,135] INFO in server_improved: GET /branches/ - 200 - 0.091s
[2025-05-20 07:28:38,148] INFO in server_improved: GET /transactions/ - 200 - 0.151s
[2025-05-20 07:28:39,147] INFO in server_improved: GET /transactions/ - 200 - 0.058s
[2025-05-20 07:28:39,149] INFO in server_improved: GET /transactions/ - 200 - 0.106s
[2025-05-20 07:28:39,256] INFO in server_improved: GET /transactions/ - 200 - 0.039s
[2025-05-20 07:28:39,272] INFO in server_improved: GET /branches/ - 200 - 0.050s
[2025-05-20 07:28:39,275] INFO in server_improved: GET /transactions/ - 200 - 0.053s
[2025-05-20 07:28:39,277] INFO in server_improved: GET /transactions/ - 200 - 0.048s
[2025-05-20 07:28:39,336] INFO in server_improved: GET /transactions/ - 200 - 0.028s
[2025-05-20 07:28:39,600] INFO in server_improved: GET /transactions/ - 200 - 0.025s
[2025-05-20 07:41:42,054] INFO in server_improved: OPTIONS /branches/ - 200 - 0.001s
[2025-05-20 07:41:42,059] INFO in server_improved: OPTIONS /branches/ - 200 - 0.006s
[2025-05-20 07:41:42,102] INFO in server_improved: GET /branches/ - 200 - 0.035s
[2025-05-20 07:41:42,350] INFO in server_improved: GET /branches/ - 200 - 0.243s
[2025-05-20 07:41:42,550] INFO in server_improved: OPTIONS /branches/1 - 200 - 0.000s
[2025-05-20 07:41:42,550] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:41:42,598] INFO in server_improved: GET /transactions/ - 200 - 0.032s
[2025-05-20 07:41:42,598] INFO in server_improved: GET /branches/1 - 200 - 0.047s
[2025-05-20 07:41:42,895] INFO in server_improved: GET /transactions/ - 200 - 0.016s
[2025-05-20 07:41:43,240] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:41:43,271] INFO in server_improved: GET /branches/ - 200 - 0.031s
[2025-05-20 07:41:43,287] INFO in server_improved: GET /transactions/ - 200 - 0.031s
[2025-05-20 07:41:43,302] INFO in server_improved: GET /transactions/ - 200 - 0.047s
[2025-05-20 07:41:43,475] INFO in server_improved: GET /transactions/ - 200 - 0.016s
[2025-05-20 07:43:51,231] INFO in server_improved: OPTIONS /transactions/ - 200 - 0.000s
[2025-05-20 07:43:51,664] INFO in server_improved: GET /transactions/ - 200 - 0.419s
[2025-05-20 07:45:43,424] INFO in server_improved: GET /branches/ - 200 - 0.228s
[2025-05-20 07:45:43,479] INFO in server_improved: GET /transactions/ - 200 - 0.284s
[2025-05-20 07:45:43,508] INFO in server_improved: GET /transactions/ - 200 - 0.022s
[2025-05-20 07:45:43,597] INFO in server_improved: GET /branches/ - 200 - 0.163s
[2025-05-20 07:47:45,457] INFO in server_improved: GET /branches/ - 200 - 0.074s
[2025-05-20 07:47:45,483] INFO in server_improved: GET /branches/ - 200 - 0.026s
[2025-05-20 07:47:45,495] INFO in server_improved: GET /transactions/ - 200 - 0.097s
[2025-05-20 07:47:45,505] INFO in server_improved: GET /branches/1 - 200 - 0.109s
[2025-05-20 07:47:45,576] INFO in server_improved: GET /transactions/ - 200 - 0.068s
[2025-05-20 07:47:45,576] INFO in server_improved: GET /branches/ - 200 - 0.041s
[2025-05-20 07:47:45,596] INFO in server_improved: GET /transactions/ - 200 - 0.072s
[2025-05-20 07:47:45,619] INFO in server_improved: GET /transactions/ - 200 - 0.027s
[2025-05-20 07:47:45,651] INFO in server_improved: GET /transactions/ - 200 - 0.022s
[2025-05-20 07:47:47,789] INFO in server_improved: GET /transactions/ - 200 - 0.023s
[2025-05-20 07:49:30,891] INFO in server_improved: GET /branches/1 - 200 - 0.037s
[2025-05-20 07:49:30,903] INFO in server_improved: GET /branches/ - 200 - 0.057s
[2025-05-20 07:49:30,944] INFO in server_improved: GET /transactions/ - 200 - 0.095s
[2025-05-20 07:49:30,955] INFO in server_improved: GET /branches/ - 200 - 0.029s
[2025-05-20 07:49:30,972] INFO in server_improved: GET /transactions/ - 200 - 0.117s
[2025-05-20 07:49:31,241] INFO in server_improved: GET /transactions/ - 200 - 0.123s
[2025-05-20 07:49:31,397] INFO in server_improved: GET /transactions/ - 200 - 0.062s
[2025-05-20 07:49:31,401] INFO in server_improved: GET /branches/ - 200 - 0.061s
[2025-05-20 07:49:31,427] INFO in server_improved: GET /transactions/ - 200 - 0.088s
[2025-05-20 07:49:31,498] INFO in server_improved: GET /transactions/ - 200 - 0.154s
[2025-05-20 07:49:31,690] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:49:33,254] INFO in server_improved: GET /transactions/ - 200 - 0.034s
[2025-05-20 07:50:27,741] INFO in server_improved: GET /branches/ - 200 - 0.013s
[2025-05-20 07:50:27,757] INFO in server_improved: GET /branches/ - 200 - 0.011s
[2025-05-20 07:50:27,815] INFO in server_improved: GET /branches/1 - 200 - 0.027s
[2025-05-20 07:50:27,822] INFO in server_improved: GET /transactions/ - 200 - 0.032s
[2025-05-20 07:50:27,826] INFO in server_improved: GET /transactions/ - 200 - 0.041s
[2025-05-20 07:50:28,149] INFO in server_improved: GET /transactions/ - 200 - 0.050s
[2025-05-20 07:50:28,253] INFO in server_improved: GET /branches/ - 200 - 0.037s
[2025-05-20 07:50:28,262] INFO in server_improved: GET /transactions/ - 200 - 0.045s
[2025-05-20 07:50:28,270] INFO in server_improved: GET /transactions/ - 200 - 0.061s
[2025-05-20 07:50:28,290] INFO in server_improved: GET /transactions/ - 200 - 0.082s
[2025-05-20 07:50:28,393] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:51:33,767] INFO in server_improved: GET /branches/ - 200 - 0.011s
[2025-05-20 07:51:33,871] INFO in server_improved: GET /branches/1 - 200 - 0.061s
[2025-05-20 07:51:33,883] INFO in server_improved: GET /branches/ - 200 - 0.072s
[2025-05-20 07:51:33,916] INFO in server_improved: GET /transactions/ - 200 - 0.105s
[2025-05-20 07:51:34,168] INFO in server_improved: GET /transactions/ - 200 - 0.021s
[2025-05-20 07:51:34,276] INFO in server_improved: GET /branches/ - 200 - 0.069s
[2025-05-20 07:51:34,281] INFO in server_improved: GET /transactions/ - 200 - 0.076s
[2025-05-20 07:51:34,285] INFO in server_improved: GET /transactions/ - 200 - 0.078s
[2025-05-20 07:51:34,289] INFO in server_improved: GET /transactions/ - 200 - 0.081s
[2025-05-20 07:51:34,350] INFO in server_improved: GET /transactions/ - 200 - 0.019s
[2025-05-20 07:51:36,152] INFO in server_improved: GET /transactions/ - 200 - 0.024s
[2025-05-20 07:51:44,581] INFO in server_improved: OPTIONS /branches/ - 200 - 0.000s
[2025-05-20 07:51:44,587] INFO in server_improved: OPTIONS /branches/ - 200 - 0.000s
[2025-05-20 07:51:44,617] INFO in server_improved: GET /transactions/ - 200 - 0.025s
[2025-05-20 07:51:44,622] INFO in server_improved: GET /branches/ - 200 - 0.022s
[2025-05-20 07:51:44,639] INFO in server_improved: GET /branches/ - 200 - 0.009s
[2025-05-20 07:51:44,655] INFO in server_improved: GET /transactions/ - 200 - 0.032s
[2025-05-20 07:51:45,666] INFO in server_improved: OPTIONS /users/ - 200 - 0.002s
[2025-05-20 07:51:45,672] INFO in server_improved: OPTIONS /financial/total/ - 200 - 0.007s
[2025-05-20 07:51:45,679] INFO in server_improved: OPTIONS /activity/ - 200 - 0.006s
[2025-05-20 07:51:45,679] INFO in server_improved: OPTIONS /activity/ - 200 - 0.000s
[2025-05-20 07:51:45,679] INFO in server_improved: OPTIONS /financial/total/ - 200 - 0.000s
[2025-05-20 07:51:45,679] INFO in server_improved: OPTIONS /users/ - 200 - 0.000s
[2025-05-20 07:51:45,704] INFO in server_improved: GET /branches/ - 200 - 0.016s
[2025-05-20 07:51:45,719] INFO in server_improved: GET /financial/total/ - 200 - 0.031s
[2025-05-20 07:51:45,735] INFO in server_improved: GET /activity/ - 200 - 0.031s
[2025-05-20 07:51:45,735] INFO in server_improved: GET /branches/ - 200 - 0.031s
[2025-05-20 07:51:45,751] INFO in server_improved: GET /users/ - 200 - 0.047s
[2025-05-20 07:51:45,773] INFO in server_improved: GET /activity/ - 200 - 0.022s
[2025-05-20 07:51:45,773] INFO in server_improved: GET /financial/total/ - 200 - 0.038s
[2025-05-20 07:51:45,792] INFO in server_improved: GET /users/ - 200 - 0.035s
[2025-05-20 07:51:47,599] INFO in server_improved: GET /transactions/ - 200 - 0.032s
[2025-05-20 07:51:47,600] INFO in server_improved: GET /branches/ - 200 - 0.017s
[2025-05-20 07:51:47,628] INFO in server_improved: GET /branches/ - 200 - 0.020s
[2025-05-20 07:51:47,631] INFO in server_improved: GET /transactions/ - 200 - 0.024s
[2025-05-20 07:51:59,797] INFO in server_improved: GET /branches/ - 200 - 0.006s
[2025-05-20 07:51:59,888] INFO in server_improved: GET /branches/ - 200 - 0.029s
[2025-05-20 07:51:59,925] INFO in server_improved: GET /financial/total/ - 200 - 0.064s
[2025-05-20 07:51:59,942] INFO in server_improved: GET /users/ - 200 - 0.083s
[2025-05-20 07:51:59,943] INFO in server_improved: GET /activity/ - 200 - 0.082s
